State,County,"Male sufficient physical activity prevalence, 2001 (%)","Female sufficient physical activity prevalence, 2001 (%)","Male sufficient physical activity  prevalence, 2009 (%)","Female sufficient physical activity  prevalence, 2009 (%)","Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Difference in male sufficient physical activity prevalence, 2001-2009 (percentage points)","Difference in female sufficient physical activity prevalence, 2001-2009 (percentage points)",,*Methodological changes in the 2011 BRFSS may affect comparability between the 2011 estimates and estimates from earlier years
Kentucky,Mercer,46.0,37.6,52.6,44.9,50.5,46.1,6.5,7.3,,
Kentucky,Metcalfe,32.5,27.2,42.9,37.8,41.2,38.7,10.4,10.7,,
Kentucky,Monroe,36.3,26.9,45.3,38.2,43.3,39.3,9.0,11.2,,
Kentucky,Montgomery,41.1,30.4,51.5,40.3,51.0,42.4,10.4,9.9,,
Kentucky,Morgan,33.0,25.7,45.2,44.0,43.4,45.7,12.2,18.3,,
Kentucky,Muhlenberg,36.8,29.0,50.5,38.7,49.0,39.4,13.7,9.7,,
Kentucky,Nelson,47.6,35.5,51.5,42.0,49.0,43.9,3.8,6.5,,
Kentucky,Nicholas,37.1,29.7,47.8,40.0,45.8,41.1,10.7,10.3,,
Kentucky,Ohio,36.1,29.7,48.8,40.7,46.5,41.4,12.7,11.0,,
Kentucky,Oldham,53.0,40.6,61.1,53.4,61.2,54.4,8.0,12.8,,
Kentucky,Owen,43.6,29.2,53.0,46.8,51.2,47.7,9.4,17.6,,
Kentucky,Owsley,28.7,23.1,34.4,30.6,33.1,31.4,5.7,7.5,,
Kentucky,Pendleton,44.0,34.3,51.1,46.7,48.6,47.9,7.0,12.4,,
Kentucky,Perry,36.5,25.1,48.0,35.1,49.0,35.9,11.5,10.1,,
Kentucky,Pike,28.5,24.3,44.4,34.4,46.0,36.8,15.9,10.0,,
Kentucky,Powell,35.6,25.3,44.6,38.6,43.0,39.7,9.0,13.3,,
Kentucky,Pulaski,37.8,28.1,49.4,45.3,47.1,45.4,11.6,17.2,,
Kentucky,Robertson,33.6,27.2,44.1,38.2,42.3,39.1,10.5,11.0,,
Kentucky,Rockcastle,34.6,25.9,41.6,37.6,39.1,38.5,7.0,11.8,,
Kentucky,Rowan,43.7,34.7,51.5,42.4,51.7,44.1,7.9,7.6,,
Kentucky,Russell,36.1,29.1,42.7,41.0,40.9,42.7,6.7,11.8,,
Kentucky,Scott,52.2,39.6,55.5,50.2,54.5,51.0,3.3,10.6,,
Kentucky,Shelby,50.5,35.6,53.4,47.6,51.4,49.3,2.9,12.0,,
Kentucky,Simpson,46.1,33.2,50.0,41.7,47.5,42.8,4.0,8.5,,
Kentucky,Spencer,44.1,32.7,53.7,43.8,51.6,44.8,9.6,11.1,,
Kentucky,Taylor,39.0,31.7,47.1,40.5,45.6,41.5,8.1,8.8,,
Kentucky,Todd,35.5,26.4,46.8,36.1,44.9,36.9,11.2,9.8,,
Kentucky,Trigg,43.2,34.3,49.4,43.8,46.9,44.8,6.2,9.6,,
Kentucky,Trimble,43.8,32.9,52.8,46.2,51.1,47.2,9.0,13.3,,
Kentucky,Union,46.5,34.0,49.9,44.5,47.1,45.8,3.4,10.5,,
Kentucky,Warren,51.8,36.4,53.8,47.3,52.3,49.2,2.0,11.0,,
Kentucky,Washington,40.9,32.5,50.6,40.7,48.8,41.7,9.7,8.2,,
Kentucky,Wayne,37.5,23.7,42.4,36.6,41.3,38.1,4.9,13.0,,
Kentucky,Webster,42.4,30.9,48.5,40.6,47.5,41.6,6.1,9.7,,
Kentucky,Whitley,38.4,26.3,44.1,40.3,43.1,41.9,5.6,14.0,,
Kentucky,Wolfe,32.9,23.4,36.0,33.3,34.2,34.1,3.1,9.9,,
Kentucky,Woodford,50.8,38.7,55.3,47.9,53.4,49.0,4.5,9.2,,
Louisiana,,47.7,36.4,51.9,42.0,49.8,42.8,4.3,5.6,,
Louisiana,Acadia,41.6,30.8,43.9,39.8,41.3,40.2,2.3,9.0,,
Louisiana,Allen,44.1,30.4,44.7,37.2,41.7,38.4,0.7,6.8,,
Louisiana,Ascension,50.1,37.8,54.6,46.3,51.9,47.7,4.5,8.5,,
Louisiana,Assumption,40.9,28.1,44.9,36.4,43.6,37.7,4.0,8.2,,
Louisiana,Avoyelles,38.5,30.1,45.2,37.1,44.0,38.7,6.8,7.0,,
Louisiana,Beauregard,49.6,38.6,49.5,43.4,45.8,44.4,-0.1,4.8,,
Louisiana,Bienville,47.4,33.8,50.3,38.9,48.1,39.5,2.8,5.1,,
Louisiana,Bossier,53.0,40.1,54.5,49.2,52.3,50.2,1.5,9.0,,
Louisiana,Caddo,51.3,35.4,49.2,38.7,45.7,38.4,-2.1,3.3,,
Louisiana,Calcasieu,47.6,37.3,50.5,41.4,47.9,42.9,2.9,4.1,,
Louisiana,Caldwell,40.4,33.5,48.7,44.3,46.6,45.3,8.3,10.7,,
Louisiana,Cameron,43.7,35.7,50.8,40.2,48.8,41.3,7.1,4.4,,
Louisiana,Catahoula,37.9,31.2,42.4,36.0,40.1,37.1,4.6,4.8,,
Louisiana,Claiborne,42.9,29.3,48.8,36.1,46.4,37.1,6.0,6.8,,
Louisiana,Concordia,42.2,32.9,42.3,36.4,40.5,37.6,0.1,3.5,,
Louisiana,De Soto,43.8,34.8,48.9,39.4,46.6,40.5,5.1,4.6,,
Louisiana,East Baton Rouge,51.7,39.5,58.4,44.5,57.8,45.4,6.7,5.1,,
Louisiana,East Carroll,36.8,26.4,42.3,30.2,40.1,31.2,5.6,3.8,,
Louisiana,East Feliciana,47.8,33.8,52.0,41.7,50.3,42.7,4.1,8.0,,
Louisiana,Evangeline,35.9,25.9,44.6,36.4,42.7,37.5,8.7,10.5,,
Louisiana,Franklin,37.3,29.2,43.8,36.7,42.6,37.1,6.5,7.5,,
Louisiana,Grant,46.2,37.3,50.7,41.2,49.5,42.6,4.5,3.9,,
Louisiana,Iberia,48.0,34.8,48.0,40.2,44.9,41.0,0.0,5.4,,
Louisiana,Iberville,43.8,31.2,44.3,36.1,40.7,36.8,0.5,5.0,,
Louisiana,Jackson,46.9,37.5,49.2,43.9,46.9,45.0,2.3,6.4,,
Louisiana,Jefferson,45.2,38.0,54.3,43.0,51.8,43.1,9.1,5.0,,
Louisiana,Jefferson Davis,45.1,35.3,49.3,38.8,47.9,39.5,4.2,3.5,,
Louisiana,La Salle,44.2,34.7,50.8,42.7,48.7,43.9,6.6,7.9,,
Louisiana,Lafayette,53.2,41.4,55.5,46.7,53.1,47.9,2.3,5.3,,
Louisiana,Lafourche,40.5,31.9,48.0,40.5,46.6,41.5,7.6,8.6,,
Louisiana,Lincoln,52.7,38.7,58.0,44.2,58.4,45.5,5.3,5.5,,
Louisiana,Livingston,52.0,34.5,51.3,41.8,49.1,43.8,-0.7,7.3,,
Louisiana,Madison,41.1,29.8,47.2,37.0,45.0,38.0,6.1,7.2,,
Louisiana,Morehouse,43.0,30.1,45.0,36.5,42.3,37.1,2.0,6.4,,
Louisiana,Natchitoches,46.6,34.9,51.8,37.3,50.7,38.3,5.2,2.4,,
Louisiana,Orleans,46.7,34.7,53.0,43.8,50.4,45.2,6.3,9.0,,
Louisiana,Ouachita,48.9,34.1,50.4,40.1,46.6,39.7,1.5,6.0,,
Louisiana,Plaquemines,39.7,31.1,51.2,41.7,49.1,42.8,11.6,10.5,,
Louisiana,Pointe Coupee,47.1,34.5,48.1,41.4,46.0,42.5,1.0,7.0,,
Louisiana,Rapides,50.7,36.4,50.6,40.8,46.5,42.0,-0.1,4.3,,
Louisiana,Red River,40.6,29.7,45.5,34.3,43.2,35.4,4.9,4.6,,
Louisiana,Richland,38.7,29.5,47.6,40.2,45.9,41.1,8.9,10.6,,
Louisiana,Sabine,43.0,37.6,50.7,42.8,48.7,43.9,7.7,5.2,,
Louisiana,St. Bernard,43.1,34.6,47.2,41.5,43.3,42.3,4.1,6.9,,
Louisiana,St. Charles,50.4,38.3,53.5,41.5,51.3,40.8,3.1,3.2,,
Louisiana,St. Helena,44.8,29.7,52.2,38.7,50.1,39.7,7.3,8.9,,
Louisiana,St. James,48.8,35.3,55.5,38.7,54.7,39.4,6.7,3.5,,
Louisiana,St. John the Baptist,49.2,35.2,51.5,38.3,50.3,39.0,2.2,3.1,,
Louisiana,St. Landry,40.6,30.1,47.0,39.9,45.3,41.1,6.4,9.8,,
Louisiana,St. Martin,44.4,33.5,48.2,38.4,46.2,39.9,3.8,4.9,,
Louisiana,St. Mary,48.7,33.3,47.0,37.2,45.7,38.7,-1.8,3.9,,
Louisiana,St. Tammany,52.8,47.3,59.5,48.3,57.8,49.5,6.7,1.0,,
Louisiana,Tangipahoa,46.7,35.6,51.8,40.1,51.0,40.0,5.1,4.5,,
Louisiana,Tensas,38.4,30.6,44.3,35.8,42.9,36.7,5.9,5.2,,
Louisiana,Terrebonne,46.5,32.8,49.0,36.6,48.9,37.4,2.5,3.8,,
Louisiana,Union,45.0,35.2,50.4,38.6,49.1,39.9,5.4,3.4,,
Louisiana,Vermilion,46.4,34.8,50.7,41.3,51.3,42.7,4.3,6.5,,
Louisiana,Vernon,56.3,44.8,53.2,42.5,51.7,43.2,-3.1,-2.3,,
Louisiana,Washington,41.6,32.4,47.2,35.6,44.2,36.5,5.5,3.2,,
Louisiana,Webster,48.1,33.3,50.2,38.8,47.8,39.5,2.1,5.4,,
Louisiana,West Baton Rouge,49.1,33.1,52.4,44.3,50.7,45.7,3.3,11.2,,
Louisiana,West Carroll,38.6,32.5,46.6,39.8,44.1,41.0,8.0,7.3,,
Louisiana,West Feliciana,37.6,25.3,43.6,37.5,41.9,38.4,6.0,12.2,,
Louisiana,Winn,41.9,31.3,44.6,38.4,42.8,39.4,2.8,7.2,,
Maine,,60.4,53.3,62.4,58.1,60.7,59.0,2.1,4.8,,
Maine,Androscoggin,57.4,46.5,59.0,53.9,56.7,55.1,1.6,7.4,,
Maine,Aroostook,55.0,46.2,53.6,52.8,50.7,54.3,-1.3,6.6,,
Maine,Cumberland,64.2,58.2,69.1,62.8,68.8,63.4,4.8,4.6,,
Maine,Franklin,63.3,48.9,60.5,57.3,60.1,58.1,-2.7,8.3,,
Maine,Hancock,58.9,61.9,64.2,62.1,62.1,63.4,5.3,0.2,,
Maine,Kennebec,59.5,50.3,62.6,56.1,61.0,55.9,3.1,5.8,,
Maine,Knox,62.2,60.4,62.5,62.5,60.1,63.0,0.3,2.1,,
Maine,Lincoln,62.4,56.8,66.1,61.7,64.4,62.1,3.8,4.9,,
Maine,Oxford,63.1,52.0,57.8,56.1,56.8,56.9,-5.3,4.1,,
Maine,Penobscot,57.6,52.2,58.0,54.7,54.3,56.0,0.4,2.5,,
Maine,Piscataquis,57.3,46.1,57.6,56.5,55.7,57.1,0.3,10.4,,
Maine,Sagadahoc,63.6,57.6,65.8,64.0,63.0,65.7,2.2,6.4,,
Maine,Somerset,56.5,46.0,56.8,55.1,53.1,55.0,0.3,9.1,,
Maine,Waldo,58.1,56.8,63.6,58.7,61.0,58.9,5.5,1.9,,
Maine,Washington,51.8,51.0,55.9,50.6,53.9,51.2,4.1,-0.4,,
Maine,York,62.3,53.3,64.2,58.4,63.4,60.4,2.0,5.1,,
Maryland,,59.1,47.6,57.2,51.2,55.4,51.7,-1.9,3.6,,
Maryland,Allegany,59.9,42.9,56.8,48.9,56.4,49.7,-3.0,6.0,,
Maryland,Anne Arundel,60.2,52.2,57.0,51.9,54.3,52.1,-3.2,-0.3,,
Maryland,Baltimore,58.7,48.1,56.5,50.1,54.9,50.0,-2.2,2.0,,
Maryland,Baltimore City,51.8,35.2,47.4,43.2,45.2,44.1,-4.4,8.0,,
Maryland,Calvert,63.1,51.8,59.8,52.8,58.7,52.8,-3.3,1.0,,
Maryland,Caroline,50.7,40.9,50.5,48.7,47.3,49.7,-0.2,7.9,,
Maryland,Carroll,61.6,50.8,58.7,54.3,55.7,54.6,-2.9,3.5,,
Maryland,Cecil,53.8,47.7,55.4,51.5,53.2,52.2,1.6,3.9,,
Maryland,Charles,61.9,47.3,57.4,52.5,55.1,52.9,-4.6,5.2,,
Maryland,Dorchester,48.6,39.7,50.8,46.9,49.1,47.1,2.2,7.1,,
Maryland,Frederick,63.1,50.0,59.2,50.5,54.8,51.0,-3.9,0.5,,
Maryland,Garrett,55.7,44.9,56.0,49.5,54.0,50.2,0.3,4.6,,
Maryland,Harford,60.4,52.6,59.3,52.3,56.4,53.3,-1.1,-0.3,,
Maryland,Howard,63.3,54.7,63.3,57.8,61.3,57.5,0.0,3.1,,
Maryland,Kent,51.3,44.3,56.3,50.8,56.2,51.5,5.0,6.5,,
Maryland,Montgomery,63.8,53.0,61.9,58.2,60.8,58.7,-2.0,5.2,,
Maryland,Prince Georges,57.9,44.1,57.0,47.5,56.4,49.1,-0.9,3.4,,
Maryland,Queen Annes,58.9,47.2,56.2,55.5,54.0,55.3,-2.7,8.2,,
Maryland,Somerset,45.5,38.5,47.0,42.9,44.5,43.6,1.5,4.3,,
Maryland,St. Marys,63.0,49.7,60.4,52.2,59.4,52.9,-2.6,2.5,,
Maryland,Talbot,56.3,48.3,60.1,59.6,59.7,59.7,3.8,11.4,,
Maryland,Washington,55.4,46.8,54.8,48.2,52.9,48.8,-0.6,1.5,,
Maryland,Wicomico,51.5,44.7,58.2,48.1,56.4,48.2,6.7,3.4,,
Maryland,Worcester,55.3,51.8,57.8,52.2,55.7,53.1,2.6,0.4,,
Massachusetts,,60.9,50.9,59.9,54.3,59.6,55.7,-1.0,3.4,,
Massachusetts,Barnstable,68.6,59.2,67.0,67.8,66.3,69.2,-1.5,8.6,,
Massachusetts,Berkshire,61.2,54.6,61.5,55.3,58.2,57.9,0.3,0.7,,
Massachusetts,Bristol,55.6,43.9,57.6,48.5,57.5,50.3,2.0,4.6,,
Massachusetts,Dukes,66.4,59.2,62.6,64.6,60.7,66.1,-3.8,5.4,,
Massachusetts,Essex,57.5,48.0,60.1,52.9,61.4,55.1,2.7,4.9,,
Massachusetts,Franklin,68.9,58.6,64.0,59.8,63.1,60.7,-4.9,1.1,,
Massachusetts,Hampden,56.4,42.3,55.8,49.2,56.4,51.2,-0.6,6.9,,
Massachusetts,Hampshire,67.3,56.0,63.8,61.1,61.6,62.0,-3.5,5.1,,
Massachusetts,Middlesex,62.2,54.5,59.5,54.8,59.5,55.5,-2.7,0.3,,
Massachusetts,Nantucket,63.9,59.2,61.3,62.0,59.8,63.3,-2.6,2.9,,
Massachusetts,Norfolk,65.7,54.8,63.0,57.4,61.7,59.1,-2.7,2.6,,
Massachusetts,Plymouth,62.2,54.0,60.6,57.3,57.4,57.0,-1.5,3.3,,
Massachusetts,Suffolk,59.4,48.2,59.0,52.2,59.4,54.4,-0.4,4.0,,
Massachusetts,Worcester,59.8,48.7,58.9,52.7,58.6,53.5,-0.9,4.1,,
Michigan,,57.7,48.6,59.2,52.8,57.8,53.8,1.5,4.1,,
Michigan,Alcona,58.2,47.5,60.3,51.1,58.3,52.0,2.1,3.6,,
Michigan,Alger,55.6,50.3,58.0,54.0,56.6,54.9,2.4,3.7,,
Michigan,Allegan,54.6,50.0,59.7,55.0,57.2,56.4,5.1,5.0,,
Michigan,Alpena,60.3,49.6,62.6,51.5,61.6,52.6,2.3,2.0,,
Michigan,Antrim,60.7,49.5,62.1,53.4,60.7,54.3,1.5,3.9,,
Michigan,Arenac,55.9,46.4,52.6,45.0,50.2,45.7,-3.3,-1.4,,
Michigan,Baraga,56.5,51.0,59.4,50.7,57.5,51.7,2.9,-0.3,,
Michigan,Barry,57.4,51.6,60.5,56.1,59.0,56.8,3.1,4.5,,
Michigan,Bay,60.3,46.4,56.7,46.4,54.9,46.5,-3.6,0.0,,
Michigan,Benzie,61.2,56.0,61.4,55.3,60.1,56.2,0.2,-0.7,,
Michigan,Berrien,57.6,48.0,55.7,49.7,54.6,50.0,-1.9,1.8,,
Michigan,Branch,56.4,47.0,58.0,49.4,56.6,50.2,1.6,2.4,,
Michigan,Calhoun,57.5,45.9,60.8,50.0,60.7,50.6,3.2,4.0,,
Michigan,Cass,54.2,47.0,54.0,51.0,51.7,52.3,-0.2,4.0,,
Michigan,Charlevoix,61.7,52.1,66.7,57.2,66.8,58.8,5.0,5.1,,
Michigan,Cheboygan,58.1,52.5,61.3,57.8,58.6,59.7,3.2,5.3,,
Michigan,Chippewa,62.4,50.1,61.3,54.3,58.9,55.7,-1.2,4.2,,
Michigan,Clare,49.2,45.0,56.5,50.3,55.0,51.0,7.2,5.3,,
Michigan,Clinton,62.3,51.1,63.4,56.2,61.1,57.1,1.1,5.1,,
Michigan,Crawford,55.5,47.4,57.7,49.5,56.7,50.6,2.2,2.2,,
Michigan,Delta,59.1,52.8,58.6,56.7,56.0,58.4,-0.5,3.9,,
Michigan,Dickinson,62.6,53.4,63.6,58.6,61.9,60.1,1.0,5.2,,
Michigan,Eaton,60.5,52.3,61.0,56.8,58.1,57.7,0.4,4.5,,
Michigan,Emmet,64.1,58.1,69.1,60.6,69.3,62.3,5.0,2.5,,
Michigan,Genesee,58.3,45.1,56.4,43.6,54.0,44.5,-1.9,-1.4,,
Michigan,Gladwin,53.6,47.6,55.3,49.6,52.7,50.8,1.7,2.1,,
Michigan,Gogebic,59.6,53.9,63.8,57.3,62.7,58.3,4.2,3.3,,
Michigan,Grand Traverse,64.0,56.6,63.1,56.1,61.0,57.2,-0.9,-0.5,,
Michigan,Gratiot,57.0,49.8,59.1,52.0,57.8,52.8,2.1,2.2,,
Michigan,Hillsdale,56.0,48.4,57.7,52.0,56.1,52.9,1.7,3.6,,
Michigan,Houghton,60.8,53.6,65.0,55.1,64.1,56.1,4.2,1.6,,
Michigan,Huron,58.2,46.6,53.6,51.4,51.5,52.4,-4.6,4.8,,
Michigan,Ingham,61.9,49.9,62.8,55.2,60.1,56.7,0.9,5.4,,
Michigan,Ionia,55.7,49.9,57.9,55.1,55.9,56.0,2.2,5.2,,
Michigan,Iosco,58.2,47.1,58.8,49.6,56.9,50.7,0.6,2.6,,
Michigan,Iron,59.0,53.4,61.5,55.5,60.0,56.5,2.5,2.1,,
Michigan,Isabella,56.0,53.8,61.2,57.0,60.5,58.5,5.2,3.2,,
Michigan,Jackson,58.2,49.3,60.1,52.9,57.6,53.6,1.9,3.6,,
Michigan,Kalamazoo,58.4,51.5,61.0,54.1,60.5,56.2,2.7,2.6,,
Michigan,Kalkaska,55.2,46.6,56.4,50.2,53.8,51.1,1.2,3.6,,
Michigan,Kent,55.8,50.5,61.3,56.1,59.3,56.8,5.5,5.6,,
Michigan,Keweenaw,61.0,57.3,66.5,55.7,64.8,56.7,5.5,-1.6,,
Michigan,Lake,51.7,42.9,55.0,47.2,52.9,48.1,3.2,4.3,,
Michigan,Lapeer,60.8,50.5,60.0,53.9,58.2,54.2,-0.8,3.4,,
Michigan,Leelanau,66.2,58.7,65.6,61.8,64.8,63.3,-0.6,3.1,,
Michigan,Lenawee,54.5,48.9,60.0,53.8,58.7,54.2,5.6,4.8,,
Michigan,Livingston,64.0,56.0,64.2,58.1,62.8,58.9,0.2,2.1,,
Michigan,Luce,56.2,44.9,57.7,50.9,56.2,51.9,1.5,6.0,,
Michigan,Mackinac,62.0,49.6,62.1,54.0,60.3,55.0,0.1,4.4,,
Michigan,Macomb,56.8,48.5,59.1,53.1,58.7,54.4,2.3,4.6,,
Michigan,Manistee,58.6,51.9,57.7,50.0,55.1,50.9,-0.9,-1.8,,
Michigan,Marquette,59.5,53.9,64.4,60.6,63.5,62.7,5.0,6.8,,
Michigan,Mason,62.7,51.4,59.7,53.7,58.2,54.8,-3.0,2.3,,
Michigan,Mecosta,56.2,50.5,59.7,54.3,58.2,55.5,3.5,3.9,,
Michigan,Menominee,57.1,49.8,56.0,53.4,52.6,54.1,-1.1,3.6,,
Michigan,Midland,60.3,56.0,61.8,55.0,59.8,55.7,1.5,-1.0,,
Michigan,Missaukee,52.1,46.5,56.6,50.0,53.9,51.1,4.4,3.5,,
Michigan,Monroe,53.7,48.9,58.8,55.1,56.8,56.6,5.1,6.3,,
Michigan,Montcalm,55.4,48.5,58.3,52.8,56.7,54.3,2.9,4.3,,
Michigan,Montmorency,54.3,46.1,58.8,49.9,56.9,51.0,4.5,3.8,,
Michigan,Muskegon,56.4,47.2,58.4,51.8,55.3,52.1,2.0,4.6,,
Michigan,Newaygo,56.5,46.7,58.8,51.8,57.5,52.4,2.3,5.1,,
Michigan,Oakland,61.3,51.0,60.9,57.4,59.4,57.8,-0.4,6.4,,
Michigan,Oceana,57.7,48.1,57.6,52.4,56.5,53.6,-0.1,4.3,,
Michigan,Ogemaw,53.4,44.9,55.2,49.3,52.9,50.6,1.8,4.4,,
Michigan,Ontonagon,59.8,54.2,63.0,56.0,61.1,57.0,3.2,1.9,,
Michigan,Osceola,54.0,49.1,56.9,51.3,55.0,52.0,2.9,2.2,,
Michigan,Oscoda,51.6,43.1,56.0,47.6,54.2,48.8,4.4,4.5,,
Michigan,Otsego,59.3,52.1,62.0,55.7,60.1,56.6,2.6,3.6,,
Michigan,Ottawa,60.3,52.7,62.4,56.8,60.6,58.4,2.1,4.1,,
Michigan,Presque Isle,56.3,47.7,61.3,51.3,59.5,52.4,5.0,3.5,,
Michigan,Roscommon,53.5,44.2,55.1,48.1,53.8,49.3,1.7,3.9,,
Michigan,Saginaw,57.8,45.2,59.0,45.4,60.7,46.4,1.2,0.2,,
Michigan,Sanilac,58.2,48.7,57.3,52.9,56.6,54.0,-0.9,4.2,,
Michigan,Schoolcraft,58.2,47.7,59.6,53.5,57.9,54.5,1.3,5.8,,
Michigan,Shiawassee,60.7,49.4,60.2,51.4,58.6,52.3,-0.5,2.1,,
Michigan,St. Clair,59.4,52.8,58.3,55.7,56.9,57.5,-1.1,2.9,,
Michigan,St. Joseph,55.0,44.2,55.3,48.4,52.9,48.8,0.3,4.1,,
Michigan,Tuscola,60.1,45.8,53.4,47.9,51.5,49.1,-6.7,2.1,,
Michigan,Van Buren,53.3,46.8,56.9,49.6,56.0,50.6,3.7,2.8,,
Michigan,Washtenaw,63.1,55.8,63.1,62.9,61.1,63.6,0.0,7.1,,
Michigan,Wayne,53.2,43.1,55.5,47.7,54.6,49.0,2.3,4.7,,
Michigan,Wexford,57.6,50.5,58.0,49.6,55.8,50.6,0.4,-0.8,,
Minnesota,,61.5,53.9,61.1,55.6,59.8,56.8,-0.4,1.7,,
Minnesota,Aitkin,55.9,53.6,62.4,52.6,62.1,53.2,6.6,-1.0,,
Minnesota,Anoka,63.7,52.9,60.5,55.2,57.7,56.7,-3.2,2.3,,
Minnesota,Becker,58.6,51.0,60.2,50.4,59.1,51.1,1.7,-0.6,,
Minnesota,Beltrami,59.4,50.2,59.8,51.7,58.1,52.8,0.4,1.6,,
Minnesota,Benton,59.4,49.8,57.8,54.1,56.0,54.9,-1.6,4.2,,
Minnesota,Big Stone,51.0,47.4,58.9,54.6,56.9,55.4,7.9,7.1,,
Minnesota,Blue Earth,62.9,53.4,59.7,55.1,56.8,55.8,-3.2,1.7,,
Minnesota,Brown,59.7,50.1,60.8,53.6,60.0,54.2,1.1,3.5,,
Minnesota,Carlton,63.0,55.7,62.4,53.6,59.7,54.4,-0.6,-2.1,,
Minnesota,Carver,65.3,54.8,62.4,58.4,60.2,59.6,-2.8,3.7,,
Minnesota,Cass,59.9,55.0,62.6,54.5,61.3,55.1,2.6,-0.5,,
Minnesota,Chippewa,53.6,49.2,58.1,51.4,56.2,52.5,4.5,2.2,,
Minnesota,Chisago,62.9,58.0,60.2,56.3,56.9,57.5,-2.7,-1.7,,
Minnesota,Clay,59.5,50.4,59.2,54.6,55.9,55.5,-0.2,4.2,,
Minnesota,Clearwater,54.3,47.9,56.2,48.5,53.9,49.6,1.9,0.6,,
Minnesota,Cook,60.5,55.6,62.3,57.7,60.5,58.6,1.8,2.1,,
Minnesota,Cottonwood,55.4,50.7,56.7,52.4,54.8,53.5,1.3,1.7,,
Minnesota,Crow Wing,58.1,58.1,60.8,56.6,58.3,57.6,2.7,-1.5,,
Minnesota,Dakota,61.1,59.5,64.7,55.4,64.5,56.4,3.6,-4.1,,
Minnesota,Dodge,59.5,53.8,59.2,52.3,56.9,53.1,-0.3,-1.5,,
Minnesota,Douglas,57.6,49.9,60.9,54.4,59.7,55.4,3.3,4.5,,
Minnesota,Faribault,55.7,50.8,57.7,52.4,55.3,53.6,2.0,1.6,,
Minnesota,Fillmore,55.0,50.6,58.9,52.3,59.1,53.1,3.9,1.7,,
Minnesota,Freeborn,55.6,47.0,58.0,48.0,56.8,48.4,2.3,1.0,,
Minnesota,Goodhue,59.7,53.3,56.8,52.7,54.1,54.0,-2.9,-0.6,,
Minnesota,Grant,56.1,48.3,59.1,53.3,57.2,54.4,2.9,5.1,,
Minnesota,Hennepin,64.2,54.4,62.7,58.0,62.5,60.0,-1.6,3.6,,
Minnesota,Houston,60.4,51.7,60.8,54.3,59.0,54.8,0.4,2.6,,
Minnesota,Hubbard,60.8,53.2,61.5,52.9,60.1,53.6,0.7,-0.3,,
Minnesota,Isanti,56.8,53.8,62.9,50.8,62.0,51.6,6.2,-3.0,,
Minnesota,Itasca,62.5,56.5,63.8,55.3,62.6,56.5,1.3,-1.2,,
Minnesota,Jackson,55.8,51.6,58.7,54.7,56.9,55.8,2.9,3.0,,
Minnesota,Kanabec,54.8,51.9,58.9,50.4,56.9,51.7,4.1,-1.5,,
Minnesota,Kandiyohi,54.6,49.9,60.4,53.5,59.2,55.4,5.8,3.6,,
Minnesota,Kittson,52.2,47.8,59.0,53.5,57.2,54.5,6.7,5.7,,
Minnesota,Koochiching,59.4,52.2,61.0,52.8,59.2,53.8,1.6,0.6,,
Minnesota,Lac qui Parle,51.8,48.7,58.6,54.2,56.8,55.2,6.8,5.5,,
Minnesota,Lake,62.3,57.1,62.2,56.5,60.6,57.5,-0.1,-0.5,,
Minnesota,Lake of the Woods,56.6,52.3,58.9,53.1,57.1,54.0,2.3,0.8,,
Minnesota,Le Sueur,61.4,50.9,60.7,53.5,59.0,54.5,-0.7,2.6,,
Minnesota,Lincoln,51.6,47.3,58.1,54.1,56.3,55.1,6.5,6.8,,
Minnesota,Lyon,57.9,50.7,61.3,55.1,60.1,56.3,3.5,4.5,,
Minnesota,Mahnomen,51.3,45.6,54.0,47.9,52.2,49.2,2.7,2.4,,
Minnesota,Marshall,55.7,46.0,57.3,51.5,55.1,52.6,1.6,5.5,,
Minnesota,Martin,56.5,48.7,56.2,51.6,53.9,52.5,-0.4,2.9,,
Minnesota,McLeod,61.0,52.2,59.0,54.8,57.3,55.9,-2.0,2.7,,
Minnesota,Meeker,56.5,48.9,59.0,52.9,57.6,53.9,2.5,4.0,,
Minnesota,Mille Lacs,53.3,51.1,59.2,51.3,58.3,52.5,5.9,0.2,,
Minnesota,Morrison,57.2,52.2,56.7,52.0,55.1,52.8,-0.5,-0.2,,
Minnesota,Mower,54.3,47.8,57.7,49.7,56.7,50.9,3.4,1.9,,
Minnesota,Murray,54.9,50.0,59.2,55.0,57.4,56.1,4.3,5.0,,
Minnesota,Nicollet,63.7,54.4,63.8,54.3,63.1,55.2,0.1,-0.1,,
Minnesota,Nobles,51.7,48.5,53.4,49.6,50.6,51.0,1.7,1.1,,
Minnesota,Norman,53.3,46.6,56.9,52.0,55.2,53.1,3.6,5.4,,
Minnesota,Olmsted,63.0,56.8,60.6,52.8,58.5,53.1,-2.5,-4.1,,
Minnesota,Otter Tail,57.3,47.3,58.8,51.9,57.1,53.6,1.5,4.6,,
Minnesota,Pennington,58.7,49.1,57.5,51.5,54.8,52.8,-1.3,2.4,,
Minnesota,Pine,55.1,51.6,59.0,50.6,57.1,51.7,3.8,-1.0,,
Minnesota,Pipestone,52.0,44.5,53.6,49.1,51.7,50.2,1.6,4.6,,
